Break1_chr	Break1_loc	Break_direction	Break2_chr	Break2_loc	MapQ	Read_ID	Classification
NC_000077.7	100474479	>>	NC_000073.7	78100396	60	ERR2680377.853549	Chimeric
NC_000077.7	53493398	<>	NC_000068.8	136623173	60	ERR2680377.853662	Chimeric
NC_000074.7	84666346	<>	NC_000074.7	84666260	60	ERR2680377.853782	Foldback
NC_000067.7	152991995	<<	NC_000074.7	82362160	60	ERR2680377.853843	Chimeric
NC_000067.7	23887961	<>	NC_000067.7	23886258	60	ERR2680377.853875	Pass
NC_000079.7	93563699	>>	NC_000079.7	74470373	60	ERR2680377.853936	Chimeric
NC_000075.7	55385135	<>	NC_000068.8	136623187	60	ERR2680377.853992	Chimeric
NC_000076.7	128327415	><	NC_000076.7	128327213	60	ERR2680377.854057	Pass
NC_000080.7	70680472	><	NC_000080.7	70678807	47	ERR2680377.854069	Pass
NC_000075.7	37463999	><	NC_000079.7	21685345	15	ERR2680377.854097	Chimeric
NC_000081.7	73219057	<>	NC_000073.7	125914938	60	ERR2680377.854137	Chimeric
NC_000069.7	88938515	<>	NC_000073.7	127294116	60	ERR2680377.854263	Chimeric
NC_000072.7	21492607	<>	NC_000072.7	21492864	60	ERR2680377.854569	Pass
NC_000077.7	105188855	>>	NC_000070.7	66783853	60	ERR2680377.854708	Chimeric
NC_000081.7	98541218	><	NC_000081.7	98539340	60	ERR2680377.855007	Pass
NC_000074.7	17291341	>>	NC_000074.7	17289786	60	ERR2680377.855477	Pass
NC_000068.8	52873029	><	NC_000075.7	98483712	60	ERR2680377.855581	Chimeric
NC_000073.7	46542300	><	NC_000069.7	146435782	15	ERR2680377.855694	Chimeric
NC_000075.7	75353175	<>	NC_000075.7	75368317	60	ERR2680377.855889	Pass
NC_000072.7	112834903	><	NC_000072.7	38539034	60	ERR2680377.855986	Chimeric
NC_000073.7	80001418	><	NC_000073.7	80000478	52	ERR2680377.856017	Pass
NC_000080.7	93252652	><	NC_000080.7	93252107	60	ERR2680377.856941	Pass
NC_000080.7	20657971	>>	NC_000080.7	20654119	60	ERR2680377.857270	Pass
NC_000073.7	77837246	<<	NC_000085.7	40339475	60	ERR2680377.857338	Chimeric
NC_000067.7	123908122	<>	NC_000068.8	136623192	46	ERR2680377.857777	Chimeric
NC_000077.7	68058938	>>	NC_000077.7	68056962	60	ERR2680377.857853	Pass
NC_000077.7	79304263	><	NC_000073.7	141930867	60	ERR2680377.858125	Chimeric
NC_000071.7	19883648	<<	NC_000071.7	19432588	60	ERR2680377.858205	Pass
NC_000083.7	70615047	<<	NC_000083.7	70385409	60	ERR2680377.858253	Pass
NC_000077.7	29448614	>>	NC_000077.7	29432106	60	ERR2680377.858271	Pass
NC_000081.7	74622493	<>	NC_000081.7	74622683	60	ERR2680377.858476	Foldback
NC_000074.7	70354307	><	NC_000074.7	70354307	15	ERR2680377.858938	Foldback
NC_000068.8	134438379	>>	NC_000080.7	38797652	60	ERR2680377.858999	Chimeric
NC_000070.7	21741915	>>	NC_000070.7	21740646	60	ERR2680377.859105	Pass
NC_000072.7	77092069	>>	NC_000072.7	77582163	60	ERR2680377.859507	Pass
NC_000070.7	99099023	><	NC_000071.7	34657368	60	ERR2680377.859537	Chimeric
NC_000071.7	23384853	<<	NC_000071.7	23386875	60	ERR2680377.859668	Pass
NC_000081.7	80767219	>>	NC_000081.7	80753192	14	ERR2680377.859726	Pass
NC_000083.7	87741182	<>	NC_000071.7	93423581	14	ERR2680377.859816	Chimeric
NC_000080.7	70842061	><	NC_000080.7	70841724	60	ERR2680377.860515	Pass
NC_000068.8	146421532	<<	NC_000085.7	11750301	60	ERR2680377.860643	Chimeric
NC_000084.7	82593738	<>	NC_000070.7	15942796	60	ERR2680377.860697	Chimeric
NC_000086.8	13069534	<>	NC_000081.7	101172102	24	ERR2680377.860886	Chimeric
NC_000068.8	97311810	><	NC_000068.8	97311310	60	ERR2680377.860915	Pass
NC_000073.7	126394848	<>	NC_000086.8	56705515	60	ERR2680377.860926	Chimeric
NC_000083.7	91273901	<>	NC_000080.7	114614364	24	ERR2680377.861077	Chimeric
NC_000074.7	9411471	><	NC_000072.7	21516814	52	ERR2680377.861287	Chimeric
NC_000083.7	15718551	><	NC_000078.7	83617688	11	ERR2680377.861655	Chimeric
NC_000077.7	81483094	<>	NC_000077.7	81483232	60	ERR2680377.861667	Foldback
NC_000084.7	69708725	>>	NC_000084.7	69706665	57	ERR2680377.861697	Pass
NC_000077.7	67578840	<>	NC_000077.7	67578963	60	ERR2680377.861765	Foldback
NC_000071.7	104227387	><	NC_000071.7	104241149	23	ERR2680377.861872	Pass
NC_000084.7	77867777	<>	NC_000084.7	77869501	60	ERR2680377.861899	Pass
NC_000077.7	98704340	>>	NC_000077.7	98702394	60	ERR2680377.862028	Pass
NC_000067.7	38833527	><	NC_000081.7	79302741	60	ERR2680377.862163	Chimeric
NC_000082.7	94269783	<>	NC_000082.7	94269495	60	ERR2680377.862369	Pass
NC_000071.7	58286339	<<	NC_000071.7	58070681	60	ERR2680377.862388	Pass
NC_000070.7	106288592	<<	NC_000072.7	18367340	60	ERR2680377.862510	Chimeric
NC_000078.7	89765262	<<	NC_000078.7	89499760	60	ERR2680377.862654	Pass
NC_000079.7	104052453	>>	NC_000079.7	104050425	60	ERR2680377.862774	Pass
NC_000080.7	121469168	>>	NC_000080.7	121466578	60	ERR2680377.862832	Pass
NC_000074.7	84299566	>>	NC_000086.8	10351396	44	ERR2680377.863063	Chimeric
NC_000084.7	20799511	<>	NC_000077.7	78216549	60	ERR2680377.863112	Chimeric
NC_000079.7	109392968	<<	NC_000068.8	172710839	60	ERR2680377.863435	Chimeric
NC_000070.7	152072755	>>	NC_000070.7	152068818	31	ERR2680377.863455	Pass
NC_000069.7	115818972	<>	NC_000069.7	115820661	60	ERR2680377.863492	Pass
NC_000071.7	142889414	><	NC_000073.7	4927901	54	ERR2680377.863696	Chimeric
NC_000069.7	55375402	<>	NC_000069.7	55375694	20	ERR2680377.863872	Pass
NC_000073.7	19432179	><	NC_000073.7	19431028	60	ERR2680377.863889	Pass
NC_000067.7	191807076	<>	NC_000083.7	59305378	50	ERR2680377.863896	Chimeric
NC_000068.8	158224423	<<	NC_000083.7	6346079	47	ERR2680377.864389	Chimeric
NC_000068.8	3329425	<<	NC_000067.7	160027238	60	ERR2680377.864546	Chimeric
NC_000067.7	175098481	>>	NC_000067.7	175318632	60	ERR2680377.864679	Pass
NC_000068.8	77607392	<<	NC_000073.7	58871886	33	ERR2680377.864706	Chimeric
NC_000076.7	57612621	<<	NC_000071.7	96977360	60	ERR2680377.864860	Chimeric
NC_000069.7	88669347	><	NC_000069.7	88654402	60	ERR2680377.865215	Pass
NC_000085.7	4889337	><	NC_000068.8	74352005	21	ERR2680377.865514	Chimeric
NC_000070.7	149261070	<>	NC_000070.7	149261579	60	ERR2680377.865641	Pass
NC_000069.7	56036832	>>	NC_000069.7	56036153	60	ERR2680377.866060	Pass
NC_000070.7	135483249	<>	NC_000077.7	52134445	41	ERR2680377.866095	Chimeric
NC_000086.8	166905786	<<	NC_000086.8	166394018	32	ERR2680377.866169	Pass
NC_000077.7	60724859	>>	NC_000077.7	60721876	60	ERR2680377.866338	Pass
NC_000079.7	91085509	>>	NC_000079.7	91302336	60	ERR2680377.866366	Pass
NC_000081.7	83058231	><	NC_000081.7	83058113	60	ERR2680377.866655	Foldback
NC_005089.1	5993	<>	NC_000071.7	135903121	50	ERR2680377.866737	Chimeric
NC_000086.8	78948204	>>	NC_000077.7	62442974	17	ERR2680377.866919	Chimeric
NC_000073.7	79578338	<<	NC_000073.7	79579318	60	ERR2680377.866931	Pass
NC_000074.7	85350484	<<	NC_000076.7	29087112	60	ERR2680377.867029	Chimeric
NC_000076.7	29086342	<>	NC_000076.7	29086692	60	ERR2680377.867029	Pass
NC_000070.7	36496645	<<	NC_000079.7	91944893	20	ERR2680377.867332	Chimeric
NC_000077.7	98638577	<<	NC_000076.7	96528000	13	ERR2680377.867460	Chimeric
NC_000072.7	35488593	><	NC_000072.7	35486295	60	ERR2680377.867574	Pass
NC_000072.7	24522763	>>	NC_000084.7	82603166	59	ERR2680377.867660	Chimeric
NC_000081.7	82176729	<>	NC_000081.7	82176314	57	ERR2680377.867901	Pass
NC_000069.7	57741175	<<	NC_000071.7	24647099	46	ERR2680377.868014	Chimeric
NC_000071.7	20059741	<<	NC_000071.7	20060714	60	ERR2680377.868177	Pass
NC_000072.7	32869304	><	NC_000072.7	32869309	60	ERR2680377.868671	Foldback
NC_000076.7	59320325	<<	NC_000076.7	59323619	60	ERR2680377.868840	Pass
NC_000069.7	103257704	<<	NC_000069.7	103259137	60	ERR2680377.869485	Pass
NC_000071.7	138177676	<>	NC_000071.7	138177809	60	ERR2680377.869717	Foldback
NC_000068.8	136623880	<>	NC_000067.7	39994087	60	ERR2680377.870164	Chimeric
NC_000071.7	20095253	>>	NC_000071.7	20094640	60	ERR2680377.870597	Pass
NC_000075.7	58782544	><	NC_000073.7	63305075	20	ERR2680377.870623	Chimeric
NC_000070.7	65532869	<>	NC_000070.7	65532986	60	ERR2680377.870690	Foldback
NC_000072.7	59402467	<>	NC_000077.7	59668933	60	ERR2680377.870969	Chimeric
NC_000082.7	91444764	<<	NC_000082.7	91454849	60	ERR2680377.871194	Pass
NC_000083.7	44349908	<>	NC_000076.7	29106271	55	ERR2680377.871254	Chimeric
NC_000076.7	60137756	<<	NC_000077.7	23236291	60	ERR2680377.871255	Chimeric
NC_000080.7	10611792	<>	NC_005089.1	14673	60	ERR2680377.871339	Chimeric
NC_000069.7	22269839	<>	NC_000076.7	72509915	60	ERR2680377.871384	Chimeric
NC_000074.7	9283107	>>	NC_000074.7	9820076	60	ERR2680377.871509	Pass
NC_000068.8	136623887	<<	NC_000067.7	59691548	16	ERR2680377.871625	Chimeric
NC_000085.7	28982875	><	NC_000077.7	88722046	25	ERR2680377.871680	Chimeric
NC_000069.7	14104772	<<	NC_000069.7	13842159	60	ERR2680377.871822	Pass
NC_000069.7	13841881	<<	NC_000069.7	13538526	60	ERR2680377.871822	Pass
NC_000079.7	28594742	><	NC_000079.7	28594601	40	ERR2680377.871880	Foldback
NC_000077.7	48836898	>>	NC_000080.7	55825514	22	ERR2680377.871931	Chimeric
NC_000081.7	40967392	<<	NC_000078.7	118618339	60	ERR2680377.872087	Chimeric
NC_000086.8	135896546	<<	NC_000073.7	128049722	60	ERR2680377.872425	Chimeric
NC_000075.7	20790418	<>	NC_000075.7	20790540	37	ERR2680377.872676	Foldback
NC_000078.7	69357974	<>	NC_000078.7	69358108	60	ERR2680377.872842	Foldback
NC_000067.7	3430373	>>	NC_000067.7	3428253	60	ERR2680377.872987	Pass
NC_000082.7	94269499	<>	NC_000072.7	129518424	16	ERR2680377.873257	Chimeric
NC_000070.7	148240284	>>	NC_000070.7	148238437	60	ERR2680377.873265	Pass
NC_000073.7	122977332	<<	NC_000074.7	106671039	60	ERR2680377.873289	Chimeric
NC_000075.7	106940538	<>	NC_000068.8	4130752	60	ERR2680377.873650	Chimeric
NC_000070.7	156097497	<<	NC_000067.7	151947715	60	ERR2680377.873757	Chimeric
NC_000067.7	151947062	<<	NC_000067.7	151950497	60	ERR2680377.873757	Pass
NC_000073.7	23926082	>>	NC_000077.7	104230546	60	ERR2680377.873773	Chimeric
NC_000074.7	117299694	<>	NC_000086.8	7519062	25	ERR2680377.873830	Chimeric
NC_000074.7	123457947	>>	NC_000067.7	127734121	60	ERR2680377.873832	Chimeric
NC_000075.7	121563665	<<	NC_000075.7	121564969	60	ERR2680377.874125	Pass
NC_000070.7	111423832	<<	NC_000070.7	110976238	60	ERR2680377.874341	Pass
NC_000070.7	110812760	<<	NC_000070.7	110437382	60	ERR2680377.874341	Pass
NC_000071.7	90496659	>>	NC_000071.7	90493516	60	ERR2680377.874525	Pass
NC_000072.7	113723009	><	NC_000072.7	113722933	41	ERR2680377.874675	Foldback
NC_000086.8	135738173	<>	NC_000086.8	135737649	17	ERR2680377.874813	Pass
NC_000067.7	51339816	<<	NC_000067.7	50969806	60	ERR2680377.874897	Pass
NC_000074.7	37197102	<>	NC_000083.7	44349941	60	ERR2680377.874911	Chimeric
NC_000079.7	74675103	><	NC_000081.7	98448952	14	ERR2680377.875191	Chimeric
NC_000076.7	8954957	><	NC_000076.7	8955027	60	ERR2680377.875575	Foldback
NC_000077.7	70761169	><	NC_000069.7	35975947	60	ERR2680377.875801	Chimeric
NC_000083.7	54054154	><	NC_000078.7	111637775	17	ERR2680377.876196	Chimeric
NC_000086.8	98509673	><	NC_000069.7	136641615	33	ERR2680377.876907	Chimeric
NC_000072.7	35092989	<<	NC_000067.7	25503532	60	ERR2680377.877256	Chimeric
NC_000080.7	124913928	<<	NC_000080.7	124373705	60	ERR2680377.877360	Pass
NC_000068.8	19915236	>>	NC_000068.8	20294703	60	ERR2680377.877373	Pass
NC_000076.7	107262068	<<	NC_000071.7	71117629	60	ERR2680377.877468	Chimeric
NC_000068.8	136623187	<>	NC_000068.8	144316781	60	ERR2680377.877679	Chimeric
NC_000070.7	123825153	<<	NC_000084.7	43033157	44	ERR2680377.877698	Chimeric
NC_000069.7	9496061	><	NC_000069.7	9495578	45	ERR2680377.878155	Pass
NC_000084.7	82602860	<>	NC_000084.7	82603308	53	ERR2680377.878300	Pass
NC_000082.7	4172157	><	NC_000082.7	4171712	58	ERR2680377.878466	Pass
NC_000080.7	8519397	<>	NC_000077.7	53492282	60	ERR2680377.878579	Chimeric
NC_000083.7	26039980	<<	NC_000072.7	9215467	49	ERR2680377.879251	Chimeric
NC_000086.8	135737635	<>	NC_000073.7	59613227	60	ERR2680377.879253	Chimeric
NC_000079.7	99559389	><	NC_000079.7	99559327	60	ERR2680377.879254	Foldback
NC_000080.7	68321336	<>	NC_000080.7	68324766	60	ERR2680377.879273	Pass
NC_000083.7	27655540	<>	NC_000071.7	8118857	52	ERR2680377.879439	Chimeric
NC_000079.7	8818080	<>	NC_000079.7	8810845	60	ERR2680377.879483	Pass
NC_000086.8	101557823	><	NC_000086.8	101557887	60	ERR2680377.879595	Foldback
NC_000070.7	149261071	><	NC_000074.7	73669645	40	ERR2680377.879633	Chimeric
NC_000070.7	138849873	<>	NC_000068.8	136623185	47	ERR2680377.879775	Chimeric
NC_000083.7	80345120	>>	NC_000083.7	80343820	57	ERR2680377.880157	Pass
NC_000070.7	86655445	>>	NC_000070.7	86573464	25	ERR2680377.880182	Pass
NC_000072.7	136918699	><	NC_000081.7	74917460	60	ERR2680377.880580	Chimeric
NC_000085.7	46394887	>>	NC_000077.7	36345977	60	ERR2680377.880738	Chimeric
NC_000077.7	36345970	<<	NC_000085.7	46382176	60	ERR2680377.880782	Chimeric
NC_000068.8	158332321	>>	NC_000068.8	158330331	32	ERR2680377.880975	Pass
NC_000068.8	136623911	<>	NC_000079.7	42883711	60	ERR2680377.880981	Chimeric
NC_000075.7	25219291	<>	NC_000067.7	38832749	60	ERR2680377.881098	Chimeric
NC_000085.7	5852150	<>	NC_000068.8	153058502	60	ERR2680377.881178	Chimeric
NC_000073.7	90794053	><	NC_000073.7	90793942	19	ERR2680377.881267	Foldback
NC_000069.7	103647510	>>	NC_000087.8	90803984	56	ERR2680377.881303	Chimeric
NC_005089.1	14544	<>	NC_000074.7	27543811	60	ERR2680377.881372	Chimeric
NC_000085.7	12758981	>>	NC_000085.7	12758034	60	ERR2680377.881528	Pass
NC_000084.7	64521891	>>	NC_000084.7	64519426	40	ERR2680377.882222	Pass
NC_000069.7	105866526	>>	NC_000071.7	66834332	20	ERR2680377.882406	Chimeric
NC_000069.7	110005027	>>	NC_000069.7	110004551	60	ERR2680377.882621	Pass
NC_000068.8	148538663	><	NC_000072.7	148195337	60	ERR2680377.882761	Chimeric
NC_000082.7	72604200	<>	NC_000082.7	72605019	60	ERR2680377.882783	Pass
NC_000075.7	37456625	><	NC_000075.7	37457307	59	ERR2680377.882825	Pass
NC_000076.7	58260029	<>	NC_000076.7	58257857	45	ERR2680377.882948	Pass
NC_000068.8	173939879	<>	NC_000075.7	49428781	60	ERR2680377.883221	Chimeric
NC_000075.7	49481203	>>	NC_000075.7	49709977	12	ERR2680377.883221	Pass
NC_000072.7	31124377	>>	NC_000072.7	31122366	60	ERR2680377.883222	Pass
NC_000079.7	14617282	<<	NC_000079.7	14617535	60	ERR2680377.883467	Pass
NC_000079.7	14617264	<<	NC_000079.7	14617540	26	ERR2680377.883467	Pass
NC_000074.7	82401134	><	NC_000070.7	65838147	60	ERR2680377.884258	Chimeric
NC_000077.7	53273007	><	NC_000068.8	101695408	60	ERR2680377.884522	Chimeric
NC_005089.1	15465	<>	NC_000072.7	42674858	22	ERR2680377.884824	Chimeric
NC_000083.7	27877261	<>	NC_000083.7	27879147	10	ERR2680377.884954	Pass
NC_000084.7	82602861	<>	NC_000084.7	82602868	60	ERR2680377.885311	Foldback
NC_000086.8	70343520	<>	NC_000086.8	70343726	60	ERR2680377.885563	Pass
NC_000077.7	3398696	<<	NC_000077.7	3401330	60	ERR2680377.886081	Pass
NC_000083.7	56706688	<>	NC_000083.7	56706704	40	ERR2680377.886315	Foldback
NC_000077.7	58202240	<<	NC_000067.7	131951199	60	ERR2680377.886480	Chimeric
NC_000068.8	154983628	>>	NC_000068.8	154981835	60	ERR2680377.886640	Pass
NC_000068.8	136623202	><	NC_000069.7	102973852	60	ERR2680377.886641	Chimeric
NC_000080.7	124344492	><	NC_000075.7	65960687	60	ERR2680377.886654	Chimeric
NC_000076.7	76297897	<>	NC_000076.7	76298868	35	ERR2680377.886699	Pass
NC_000076.7	62481031	>>	NC_000076.7	62479864	21	ERR2680377.886784	Pass
NC_000076.7	62480754	>>	NC_000076.7	62480579	21	ERR2680377.886784	Pass
NC_000073.7	54485769	>>	NC_000073.7	54702559	60	ERR2680377.886797	Pass
NC_000075.7	62327677	><	NC_000075.7	62327492	60	ERR2680377.886923	Foldback
NC_000082.7	94269628	<<	NC_000080.7	117468077	60	ERR2680377.887107	Chimeric
NC_000083.7	52046902	><	NC_000083.7	52047063	60	ERR2680377.887134	Foldback
NC_000085.7	40318662	><	NC_000071.7	118904257	60	ERR2680377.887338	Chimeric
NC_000082.7	6305682	<<	NC_000082.7	5125004	60	ERR2680377.887352	Chimeric
NC_000073.7	30137608	<>	NC_000073.7	30139394	60	ERR2680377.887654	Pass
NC_000067.7	172101809	><	NC_000067.7	172101351	60	ERR2680377.887841	Pass
NC_000080.7	124913925	<<	NC_000080.7	124373709	60	ERR2680377.887864	Pass
NC_000081.7	62852591	<<	NC_000081.7	62853130	25	ERR2680377.887933	Pass
NC_000072.7	21442664	<>	NC_000072.7	21548825	60	ERR2680377.888190	Pass
NC_000077.7	55008829	<<	NC_000069.7	105861428	22	ERR2680377.888227	Chimeric
NC_000072.7	88070789	<>	NC_000072.7	88070793	60	ERR2680377.888424	Foldback
NC_000081.7	5150084	<<	NC_000077.7	115310747	10	ERR2680377.888425	Chimeric
NC_000071.7	27277389	<>	NC_000071.7	27278015	60	ERR2680377.888555	Pass
NC_000073.7	30324040	><	NC_000073.7	90621842	21	ERR2680377.888861	Chimeric
NC_000084.7	25726331	><	NC_000073.7	79171464	60	ERR2680377.889146	Chimeric
NC_000075.7	28915443	<<	NC_000078.7	84803856	60	ERR2680377.889315	Chimeric
NC_000079.7	120168661	><	NC_000069.7	88833660	60	ERR2680377.889419	Chimeric
NC_000074.7	25646852	><	NC_000074.7	25646520	46	ERR2680377.889510	Pass
NC_000079.7	104969414	<>	NC_000079.7	104963586	60	ERR2680377.889560	Pass
NC_000074.7	95580790	<>	NC_000080.7	57795172	60	ERR2680377.889764	Chimeric
NC_000071.7	124683989	>>	NC_000071.7	124495429	60	ERR2680377.889846	Pass
NC_000072.7	72586115	><	NC_000072.7	72585862	60	ERR2680377.889996	Pass
NC_000076.7	81297825	>>	NC_000076.7	81296966	60	ERR2680377.890368	Pass
NC_000076.7	81297825	>>	NC_000076.7	81296968	60	ERR2680377.890368	Pass
NC_000072.7	124911471	><	NC_000072.7	124911236	60	ERR2680377.890408	Pass
NC_000077.7	116063625	>>	NC_000086.8	20547580	60	ERR2680377.890423	Chimeric
NC_000083.7	73247693	<>	NC_000083.7	73240903	60	ERR2680377.890776	Pass
NC_000068.8	49663894	<>	NC_000068.8	49587988	60	ERR2680377.890861	Pass
NC_000068.8	154379328	<>	NC_000068.8	154379845	60	ERR2680377.890879	Pass
NC_000072.7	126927237	<>	NC_000072.7	126932270	60	ERR2680377.891043	Pass
NC_000069.7	88653774	><	NC_000069.7	88653600	10	ERR2680377.891161	Foldback
NC_000082.7	17114887	><	NC_000082.7	17097611	60	ERR2680377.891473	Pass
NC_000077.7	33580093	>>	NC_000070.7	77901048	60	ERR2680377.891503	Chimeric
NC_000083.7	27920702	<>	NC_000083.7	27924894	60	ERR2680377.891539	Pass
NC_005089.1	5798	<>	NC_005089.1	5595	40	ERR2680377.891592	Pass
NC_000081.7	59213911	><	NC_000085.7	45910108	60	ERR2680377.891673	Chimeric
NC_000079.7	55381709	<<	NC_000079.7	55395890	60	ERR2680377.891821	Pass
NC_000081.7	10449659	<<	NC_000081.7	10461365	60	ERR2680377.892278	Pass
NC_000083.7	44349950	<>	NC_000077.7	68717968	60	ERR2680377.892309	Chimeric
NC_000082.7	7227585	<>	NC_000082.7	7227555	60	ERR2680377.892400	Foldback
NC_005089.1	2219	><	NC_000083.7	45884131	60	ERR2680377.892545	Chimeric
NC_000077.7	23441609	><	NC_000077.7	23441404	60	ERR2680377.892673	Pass
NC_000068.8	144313543	><	NC_000075.7	42641014	60	ERR2680377.892685	Chimeric
NC_000070.7	148372382	><	NC_000077.7	3194569	60	ERR2680377.892777	Chimeric
NC_000082.7	4585107	><	NC_000082.7	4607748	60	ERR2680377.892794	Pass
NC_000067.7	22540925	<>	NC_000073.7	27278241	60	ERR2680377.893103	Chimeric
NC_000077.7	30049396	<>	NC_000076.7	69562261	60	ERR2680377.893162	Chimeric
NC_000075.7	28907518	><	NC_000075.7	28907519	60	ERR2680377.893479	Foldback
NC_000073.7	19432977	>>	NC_000083.7	24941359	60	ERR2680377.893708	Chimeric
NC_000083.7	5314389	>>	NC_000083.7	5177187	60	ERR2680377.893730	Pass
NC_000083.7	57297362	<<	NC_000068.8	136624337	60	ERR2680377.893822	Chimeric
NC_000075.7	50547255	<>	NC_000081.7	102234598	29	ERR2680377.893846	Chimeric
NC_000069.7	136640972	<<	NC_000069.7	136641623	60	ERR2680377.894067	Pass
NC_000076.7	127358193	><	NC_000076.7	127354697	60	ERR2680377.894077	Pass
NC_000075.7	29322849	<<	NC_000075.7	29090553	60	ERR2680377.894313	Pass
NC_000072.7	112713150	<<	NC_000072.7	112715388	60	ERR2680377.894456	Pass
NC_000067.7	22429940	>>	NC_000067.7	22425176	60	ERR2680377.894543	Pass
NC_000067.7	22428870	><	NC_000077.7	105526665	60	ERR2680377.894543	Chimeric
NC_000081.7	85551106	>>	NC_000081.7	85542417	60	ERR2680377.894577	Pass
NC_000077.7	4048276	><	NC_000077.7	4047353	60	ERR2680377.894682	Pass
NC_000078.7	112613320	<<	NC_000075.7	53791776	36	ERR2680377.894893	Chimeric
NC_000086.8	142514209	<>	NC_000073.7	61209938	60	ERR2680377.895169	Chimeric
NC_000076.7	43315839	<<	NC_000073.7	30325526	60	ERR2680377.895231	Chimeric
NC_000069.7	51380570	><	NC_000069.7	51380277	60	ERR2680377.895413	Pass
NC_000072.7	91151280	<<	NC_000083.7	7453385	60	ERR2680377.895509	Chimeric
NC_000082.7	13520327	<>	NC_000082.7	13510613	60	ERR2680377.895532	Pass
NC_000068.8	18883677	<>	NC_000068.8	18884094	51	ERR2680377.895583	Pass
NC_000081.7	74621657	><	NC_000081.7	74621685	56	ERR2680377.895677	Foldback
NC_000074.7	96446908	>>	NC_000080.7	38663690	60	ERR2680377.895685	Chimeric
NC_000080.7	93216533	>>	NC_000080.7	94123131	60	ERR2680377.895805	Pass
NC_000073.7	91765881	<<	NC_000080.7	10624492	20	ERR2680377.895920	Chimeric
NC_000081.7	54434894	<>	NC_000083.7	4676441	60	ERR2680377.896471	Chimeric
NC_000071.7	121066983	<<	NC_000071.7	120943666	17	ERR2680377.896603	Pass
NC_000071.7	38388020	<>	NC_000085.7	6171812	27	ERR2680377.896649	Chimeric
NC_000072.7	35495385	>>	NC_000083.7	45853928	60	ERR2680377.896909	Chimeric
NC_000076.7	24059603	<>	NC_000072.7	38656675	60	ERR2680377.896979	Chimeric
NC_000071.7	138129668	<>	NC_000071.7	138129574	24	ERR2680377.897221	Foldback
NC_000068.8	135624441	>>	NC_000068.8	135623672	60	ERR2680377.897223	Pass
NC_000078.7	109526904	<>	NC_000078.7	109527069	60	ERR2680377.897604	Foldback
NC_000071.7	86983743	<>	NC_000083.7	90841820	60	ERR2680377.897746	Chimeric
NC_000077.7	88615217	<<	NC_000071.7	129205633	15	ERR2680377.897798	Chimeric
NC_000080.7	8976256	>>	NC_000080.7	9184556	51	ERR2680377.898168	Pass
NC_000072.7	12033306	<>	NC_000082.7	96743236	60	ERR2680377.898225	Chimeric
NC_000076.7	62769749	>>	NC_000076.7	62769237	40	ERR2680377.898328	Pass
NC_000071.7	108667422	><	NC_000071.7	108667138	22	ERR2680377.898494	Pass
NC_000074.7	55513527	<<	NC_000077.7	86521889	53	ERR2680377.898570	Chimeric
NC_000083.7	20790724	<>	NC_000073.7	26888288	60	ERR2680377.898877	Chimeric
NC_000072.7	64509349	>>	NC_000072.7	64508503	13	ERR2680377.898895	Pass
NC_000068.8	119646597	<>	NC_000085.7	5852139	60	ERR2680377.898986	Chimeric
NC_000082.7	43906127	>>	NC_000073.7	117272177	60	ERR2680377.899000	Chimeric
NC_000071.7	20112958	>>	NC_000071.7	20400016	29	ERR2680377.899072	Pass
NC_000070.7	142179807	<<	NC_000068.8	136155997	60	ERR2680377.899436	Chimeric
NC_000077.7	74756322	><	NC_000077.7	74741631	60	ERR2680377.899641	Pass
NC_000068.8	154379544	<>	NC_000068.8	154379810	60	ERR2680377.899695	Pass
NC_000085.7	26669578	<>	NC_000085.7	26698151	17	ERR2680377.899698	Pass
NC_000082.7	19942562	<>	NC_000082.7	19943046	11	ERR2680377.899704	Pass
NC_000081.7	23068102	<<	NC_000081.7	23071010	60	ERR2680377.899750	Pass
NC_000086.8	149429680	><	NC_000072.7	106032003	60	ERR2680377.899977	Chimeric
NC_000072.7	8950309	>>	NC_000072.7	9247161	24	ERR2680377.900117	Pass
NC_000074.7	70982256	<>	NC_000074.7	70987588	60	ERR2680377.900279	Pass
NC_000069.7	89872127	><	NC_000069.7	89871942	45	ERR2680377.900472	Foldback
NC_000082.7	28571592	<<	NC_000082.7	28217142	35	ERR2680377.900529	Pass
NC_000076.7	81017833	<>	NC_000073.7	111936049	42	ERR2680377.900697	Chimeric
NC_000084.7	13124842	<>	NC_000084.7	13124580	60	ERR2680377.900730	Pass
NC_000072.7	77120926	>>	NC_000072.7	77582163	60	ERR2680377.900899	Pass
NC_000073.7	78113972	<<	NC_000073.7	78117329	45	ERR2680377.901160	Pass
NC_000072.7	31119329	>>	NC_000080.7	52606352	60	ERR2680377.901565	Chimeric
NC_000068.8	91385780	<<	NC_000068.8	91386844	44	ERR2680377.901650	Pass
NC_000084.7	90329694	<>	NC_000083.7	16065826	16	ERR2680377.902064	Chimeric
NC_000071.7	143820422	><	NC_000071.7	143820119	35	ERR2680377.902142	Pass
NC_000068.8	136623890	<>	NC_000078.7	69291058	60	ERR2680377.902265	Chimeric
NC_000084.7	57944895	<>	NC_000073.7	4851777	13	ERR2680377.902360	Chimeric
NC_000067.7	175206313	<>	NC_000067.7	175205695	28	ERR2680377.902390	Pass
NC_000069.7	13537853	>>	NC_000069.7	13841882	46	ERR2680377.902505	Pass
